날짜,시가총액,거래량,거래대금,상장주식수,거래소코드,회사명,시장
2016-06-30,102119387400,12633093,235994032750,5971894,038070,서린바이오,kosdak
2016-07-31,108688470800,2226360,39296797600,5971894,038070,서린바이오,kosdak
2016-08-31,95848898700,2992230,53526843300,5971894,038070,서린바이오,kosdak
2016-09-30,103612360900,1494843,25484330500,5971894,038070,서린바이오,kosdak
2016-10-31,105403929100,2151218,38636617100,5971894,038070,서린바이오,kosdak
2016-11-30,90175599400,2906197,46760868450,5971894,038070,서린바이오,kosdak
2016-12-31,90772788800,2515835,40306905100,5971894,038070,서린바이오,kosdak
2016-01-31,686645300000,2659653,56024563400,34332265,006730,서부T&D,kosdak
2016-02-29,672912394000,1496663,28829334000,34332265,006730,서부T&D,kosdak
2016-03-31,762176283000,1949263,41291097000,34332265,006730,서부T&D,kosdak
2016-04-30,798225161250,1958316,44926531900,34332265,006730,서부T&D,kosdak
2016-05-31,813674680500,1381021,31220467050,34332265,006730,서부T&D,kosdak
2016-06-30,813674680500,2201369,50860521400,34332265,006730,서부T&D,kosdak
2016-07-31,708961272250,3466865,72683848750,34332265,006730,서부T&D,kosdak
2016-08-31,642013355500,2106571,41259799050,34332265,006730,서부T&D,kosdak
2016-09-30,660896101250,1440613,27238208600,34332265,006730,서부T&D,kosdak
2016-10-31,683212073500,1345789,26093231950,34332265,006730,서부T&D,kosdak
2016-11-30,600814637500,1263719,23647894850,34332265,006730,서부T&D,kosdak
2016-12-31,631713676000,1563217,27533841750,34332265,006730,서부T&D,kosdak
2016-01-31,47440000000,6460,764776300,400000,079650,서산,kosdak
2016-02-29,50400000000,18391,2304047000,400000,079650,서산,kosdak
2016-03-31,52960000000,60645,8405200200,400000,079650,서산,kosdak
2016-04-30,56720000000,121469,18898582400,400000,079650,서산,kosdak
2016-05-31,59080000000,29039,4262970100,400000,079650,서산,kosdak
2016-06-30,58480000000,19951,2875251400,400000,079650,서산,kosdak
2016-07-31,60680000000,108763,17410446300,400000,079650,서산,kosdak
2016-08-31,59120000000,82075,13325945200,400000,079650,서산,kosdak
2016-09-30,52000000000,41237,5612855000,400000,079650,서산,kosdak
2016-10-31,85000000000,326578,68139992500,400000,079650,서산,kosdak
2016-11-30,82200000000,76306,15280284700,400000,079650,서산,kosdak
2016-12-31,96400000000,83583,17801636300,400000,079650,서산,kosdak
2016-01-31,44604000000,2567459,8859922705,12600000,100660,서암기계공업,kosdak
2016-02-29,43029000000,2458414,8722405135,12600000,100660,서암기계공업,kosdak
2016-03-31,41202000000,2059905,6759898550,12600000,100660,서암기계공업,kosdak
2016-04-30,41706000000,1093237,3594960980,12600000,100660,서암기계공업,kosdak
2016-05-31,40824000000,747265,2413093750,12600000,100660,서암기계공업,kosdak
2016-06-30,39690000000,1119029,3564392100,12600000,100660,서암기계공업,kosdak
2016-07-31,45360000000,5888714,21047943095,12600000,100660,서암기계공업,kosdak
2016-08-31,43533000000,1265118,4469391590,12600000,100660,서암기계공업,kosdak
2016-09-30,53550000000,33310626,167296054050,12600000,100660,서암기계공업,kosdak
2016-10-31,48762000000,6074784,26089112325,12600000,100660,서암기계공업,kosdak
2016-11-30,67536000000,52487270,272211807105,12600000,100660,서암기계공업,kosdak
2016-12-31,58716000000,27903180,149633652260,12600000,100660,서암기계공업,kosdak
2016-01-31,903733700000,10575803,159266035400,58305400,046890,서울반도체,kosdak
2016-02-29,825021410000,12587832,178723315950,58305400,046890,서울반도체,kosdak
2016-03-31,871665730000,13402600,199018732550,58305400,046890,서울반도체,kosdak
2016-04-30,897903160000,13938724,210746039200,58305400,046890,서울반도체,kosdak
2016-05-31,842513030000,8229418,118872987550,58305400,046890,서울반도체,kosdak
2016-06-30,865835190000,9437844,136434621750,58305400,046890,서울반도체,kosdak
2016-07-31,976615450000,21759409,357094707250,58305400,046890,서울반도체,kosdak
2016-08-31,868750460000,16407336,267765497200,58305400,046890,서울반도체,kosdak
2016-09-30,854174110000,6136060,91382280400,58305400,046890,서울반도체,kosdak
2016-10-31,798783980000,6452364,95492535800,58305400,046890,서울반도체,kosdak
2016-11-30,851258840000,7130912,99377276450,58305400,046890,서울반도체,kosdak
2016-12-31,906648970000,6705500,102298034750,58305400,046890,서울반도체,kosdak
2016-01-31,42067500000,4467153,6350531530,35500000,036120,SCI평가정보,kosdak
2016-02-29,37807500000,2679422,2915735457,35500000,036120,SCI평가정보,kosdak
2016-03-31,54492500000,19651568,28213700995,35500000,036120,SCI평가정보,kosdak
2016-04-30,51120000000,5025535,7274032635,35500000,036120,SCI평가정보,kosdak
2016-05-31,52540000000,6961120,10066764875,35500000,036120,SCI평가정보,kosdak
2016-06-30,47747500000,4434906,6180667975,35500000,036120,SCI평가정보,kosdak
2016-07-31,56090000000,8707319,13632631225,35500000,036120,SCI평가정보,kosdak
2016-08-31,55557500000,11771335,19906382955,35500000,036120,SCI평가정보,kosdak
2016-09-30,50587500000,20732622,32285397800,35500000,036120,SCI평가정보,kosdak
2016-10-31,38162500000,4685148,6126507550,35500000,036120,SCI평가정보,kosdak
2016-11-30,39760000000,2686969,3062481834,35500000,036120,SCI평가정보,kosdak
2016-12-31,42422500000,1437193,1655432300,35500000,036120,SCI평가정보,kosdak
2016-01-31,397561250000,5849917,135687798250,16917500,063170,서울옥션,kosdak
2016-02-29,360342750000,3650631,75429463650,16917500,063170,서울옥션,kosdak
2016-03-31,367109750000,3219457,65102435000,16917500,063170,서울옥션,kosdak
2016-04-30,317203125000,4294155,84258663000,16917500,063170,서울옥션,kosdak
2016-05-31,312127875000,2141659,40270651650,16917500,063170,서울옥션,kosdak
2016-06-30,270680000000,3139041,53369069000,16917500,063170,서울옥션,kosdak
2016-07-31,271525875000,1780464,29518898000,16917500,063170,서울옥션,kosdak
2016-08-31,236845000000,2510948,37985536450,16917500,063170,서울옥션,kosdak
2016-09-30,243612000000,2480781,32886251800,16917500,063170,서울옥션,kosdak
2016-10-31,217389875000,1359721,18858168900,16917500,063170,서울옥션,kosdak
2016-11-30,171712625000,2500194,27689808400,16917500,063170,서울옥션,kosdak
2016-12-31,164945625000,3738509,38202795580,16917500,063170,서울옥션,kosdak
2016-01-31,60481096362,46118995,54842919551,60541638,027040,서울전자통신,kosdak
2016-02-29,64779552660,22488436,24475576134,60541638,027040,서울전자통신,kosdak
2016-03-31,69017467320,53357670,63286428191,60541638,027040,서울전자통신,kosdak
2016-04-30,80217670350,42831430,53385698615,60541638,027040,서울전자통신,kosdak
2016-05-31,92023289760,44575385,67312786445,60541638,027040,서울전자통신,kosdak
2016-06-30,80217670350,15968599,21997790780,60541638,027040,서울전자통신,kosdak
2016-07-31,92023289760,29442270,44160192505,60541638,027040,서울전자통신,kosdak
2016-08-31,85666417770,35088720,56119471045,60541638,027040,서울전자통신,kosdak
2016-09-30,79914962160,10263541,13860526700,60541638,027040,서울전자통신,kosdak
2016-10-31,73558090170,6884205,9133235555,60541638,027040,서울전자통신,kosdak
2016-11-30,68714759130,4554701,5372152125,60541638,027040,서울전자통신,kosdak
2016-12-31,76282463880,3926214,4881270675,60541638,027040,서울전자통신,kosdak
2016-01-31,113531956450,622024,9834772950,7117991,018680,서울제약,kosdak
2016-02-29,88263088400,351737,4859903300,7117991,018680,서울제약,kosdak
2016-03-31,103210869500,444161,6472803350,7117991,018680,서울제약,kosdak
2016-04-30,127056139350,1415463,23053407350,7117991,018680,서울제약,kosdak
2016-05-31,103922668600,1935878,30912776600,7117991,018680,서울제약,kosdak
2016-06-30,112127754200,2099963,32662630900,7281023,018680,서울제약,kosdak
2016-07-31,100378023200,2338686,34849060200,7380737,018680,서울제약,kosdak
2016-08-31,81775812300,553959,6957218200,7400526,018680,서울제약,kosdak
2016-09-30,88066259400,3833066,49366425030,7400526,018680,서울제약,kosdak
2016-10-31,72303139020,720158,7981552660,7400526,018680,서울제약,kosdak
2016-11-30,64384576200,432036,4052026530,7400526,018680,서울제약,kosdak
2016-12-31,68676881280,299880,2587415900,7400526,018680,서울제약,kosdak
2016-01-31,192510000000,1447134,15195232910,18600000,093920,서원인텍,kosdak
2016-02-29,203670000000,1269155,13807494170,18600000,093920,서원인텍,kosdak
2016-03-31,225060000000,2533459,29703027250,18600000,093920,서원인텍,kosdak
2016-04-30,214830000000,1684510,19724383900,18600000,093920,서원인텍,kosdak
2016-05-31,195300000000,964586,10381006300,18600000,093920,서원인텍,kosdak
2016-06-30,194370000000,1189952,12255255760,18600000,093920,서원인텍,kosdak
2016-07-31,217620000000,1347249,15049844750,18600000,093920,서원인텍,kosdak
2016-08-31,212970000000,2869772,34530935550,18600000,093920,서원인텍,kosdak
2016-09-30,219480000000,941531,10959319900,18600000,093920,서원인텍,kosdak
2016-10-31,202740000000,1364449,15134594100,18600000,093920,서원인텍,kosdak
2016-11-30,201810000000,1094778,11631414010,18600000,093920,서원인텍,kosdak
2016-12-31,199950000000,1318653,14434291100,18600000,093920,서원인텍,kosdak
2016-01-31,30987602100,137540,916092000,4849390,189860,서전기전,kosdak
2016-02-29,33654766600,123703,808053480,4849390,189860,서전기전,kosdak
2016-03-31,34624644600,123703,879987840,4849390,189860,서전기전,kosdak
2016-04-30,39134577300,355539,2769188820,4849390,189860,서전기전,kosdak
2016-05-31,33266815400,400728,3049639960,4849390,189860,서전기전,kosdak
2016-06-30,30551157000,159152,1042758910,4849390,189860,서전기전,kosdak
2016-07-31,30890614300,177447,1120063310,4849390,189860,서전기전,kosdak
2016-08-31,32587900800,442944,3086122680,4849390,189860,서전기전,kosdak
2016-09-30,56252924000,9339187,95830515920,4849390,189860,서전기전,kosdak
2016-10-31,49948717000,12288795,148940455490,4849390,189860,서전기전,kosdak
2016-11-30,42577644200,1278975,12039855500,4849390,189860,서전기전,kosdak
2016-12-31,48493900000,2724083,27338770290,4849390,189860,서전기전,kosdak
2016-01-31,95072576750,19202941,127007781050,16032475,122690,서진오토모티브,kosdak
2016-02-29,105814335000,10864398,72770360470,16032475,122690,서진오토모티브,kosdak
2016-03-31,111265376500,10330674,72519423880,16032475,122690,서진오토모티브,kosdak
2016-04-30,101164917250,6945024,45180713980,16032475,122690,서진오토모티브,kosdak
2016-05-31,85453091750,4694893,26165915930,16032475,122690,서진오토모티브,kosdak
2016-06-30,91385107500,4441126,23905181190,16032475,122690,서진오토모티브,kosdak
2016-07-31,92347056000,4379356,26523597310,16032475,122690,서진오토모티브,kosdak
2016-08-31,81765622500,1782182,9639649030,16032475,122690,서진오토모티브,kosdak
2016-09-30,95393226250,3435196,20041790460,16032475,122690,서진오토모티브,kosdak
2016-10-31,84972117500,2829577,16776664370,16032475,122690,서진오토모티브,kosdak
2016-11-30,80322699750,1301720,6573071645,16032475,122690,서진오토모티브,kosdak
2016-12-31,79761563125,989365,5036815545,16032475,122690,서진오토모티브,kosdak
2016-01-31,169503373200,11170964,18440464680,100894865,011370,서한,kosdak
2016-02-29,165467578600,7130814,11716484360,100894865,011370,서한,kosdak
2016-03-31,181610757000,53435126,98933126600,100894865,011370,서한,kosdak
2016-04-30,211374742175,46074165,93415110685,100894865,011370,서한,kosdak
2016-05-31,186655500250,21047319,40880913340,100894865,011370,서한,kosdak
2016-06-30,177574962400,24896717,45662841470,100894865,011370,서한,kosdak
2016-07-31,199771832700,32961401,63345312145,100894865,011370,서한,kosdak
2016-08-31,206329998925,29171964,59057620580,100894865,011370,서한,kosdak
2016-09-30,230544766525,23277729,49552887210,100894865,011370,서한,kosdak
2016-10-31,211374742175,19894553,44650949990,100894865,011370,서한,kosdak
2016-11-30,220959754350,16328830,36131367830,100894865,011370,서한,kosdak
2016-12-31,230544766525,15702332,34925180575,100894865,011370,서한,kosdak
2016-01-31,48719000000,707067,7037534860,5150000,065710,서호전기,kosdak
2016-02-29,50727500000,2522703,27866119580,5150000,065710,서호전기,kosdak
2016-03-31,58710000000,793604,8250351720,5150000,065710,서호전기,kosdak
2016-04-30,65920000000,1947208,23489112850,5150000,065710,서호전기,kosdak
2016-05-31,69525000000,2825365,35760688250,5150000,065710,서호전기,kosdak
2016-06-30,62572500000,3732472,47307017100,5150000,065710,서호전기,kosdak
2016-07-31,63345000000,1128211,13492541250,5150000,065710,서호전기,kosdak
2016-08-31,63602500000,1173092,14679093000,5150000,065710,서호전기,kosdak
2016-09-30,60770000000,611367,7346017600,5150000,065710,서호전기,kosdak
2016-10-31,59997500000,769705,9515197200,5150000,065710,서호전기,kosdak
2016-11-30,59225000000,494171,5665764450,5150000,065710,서호전기,kosdak
2016-12-31,59482500000,386809,4549903650,5150000,065710,서호전기,kosdak
2016-01-31,25903878000,6875588,16285054985,11411400,033790,스카이문스테크놀로지,kosdak
2016-02-29,31552521000,14913395,41601798195,11411400,033790,스카이문스테크놀로지,kosdak
2016-03-31,34005972000,5255202,14560296040,11411400,033790,스카이문스테크놀로지,kosdak
2016-04-30,33891858000,7664858,23414354310,11411400,033790,스카이문스테크놀로지,kosdak
2016-05-31,38228190000,6465914,20575294335,11411400,033790,스카이문스테크놀로지,kosdak
2016-06-30,46786740000,9897542,34322385410,11411400,033790,스카이문스테크놀로지,kosdak
2016-07-31,48669621000,6313502,27632948485,11411400,033790,스카이문스테크놀로지,kosdak
2016-08-31,42792750000,1955755,7751404660,11411400,033790,스카이문스테크놀로지,kosdak
2016-09-30,58084026000,15253061,82075323855,11411400,033790,스카이문스테크놀로지,kosdak
2016-10-31,47927880000,14476894,83523986780,11411400,033790,스카이문스테크놀로지,kosdak
2016-11-30,43420377000,4913317,19040818315,11411400,033790,스카이문스테크놀로지,kosdak
2016-12-31,48327279000,5480824,22329676100,11411400,033790,스카이문스테크놀로지,kosdak
2016-01-31,159937200000,40260297,41404591822,159937200,035890,서희건설,kosdak
2016-02-29,167134374000,31370222,31681281953,159937200,035890,서희건설,kosdak
2016-03-31,185527152000,33516148,37043059705,159937200,035890,서희건설,kosdak
2016-04-30,193524012000,55842816,68619933710,159937200,035890,서희건설,kosdak
2016-05-31,191924640000,42473847,51639092210,159937200,035890,서희건설,kosdak
2016-06-30,195923070000,67469704,84681385935,159937200,035890,서희건설,kosdak
2016-07-31,238306428000,62621352,84590687430,159937200,035890,서희건설,kosdak
2016-08-31,247902660000,79662086,124647194630,159937200,035890,서희건설,kosdak
2016-09-30,263896380000,56087826,91757273740,159937200,035890,서희건설,kosdak
2016-10-31,243104544000,31513482,50262448130,159937200,035890,서희건설,kosdak
2016-11-30,214315848000,34619442,50522358520,159937200,035890,서희건설,kosdak
2016-12-31,224711766000,23600295,32042964085,159937200,035890,서희건설,kosdak
2016-01-31,120120000000,207922,3811496150,6600000,003100,선광,kosdak
2016-02-29,117810000000,123453,2188927350,6600000,003100,선광,kosdak
2016-03-31,122430000000,224773,4175412300,6600000,003100,선광,kosdak
2016-04-30,118800000000,271473,5083006750,6600000,003100,선광,kosdak
2016-05-31,119790000000,216188,3912041350,6600000,003100,선광,kosdak
2016-06-30,118800000000,200126,3556829050,6600000,003100,선광,kosdak
2016-07-31,123090000000,163275,2993102100,6600000,003100,선광,kosdak
2016-08-31,120120000000,136521,2531712000,6600000,003100,선광,kosdak
2016-09-30,125730000000,157828,2967549100,6600000,003100,선광,kosdak
2016-10-31,119460000000,137086,2518986650,6600000,003100,선광,kosdak
2016-11-30,119460000000,90884,1631072750,6600000,003100,선광,kosdak
2016-12-31,119130000000,93697,1686690150,6600000,003100,선광,kosdak
2016-01-31,411236434500,9830110,121031264900,32253838,123420,위메이드플레이,kosdak
2016-02-29,337052607100,5169785,58229246390,32253838,123420,위메이드플레이,kosdak
2016-03-31,359630293700,6563552,76736023400,32253838,123420,위메이드플레이,kosdak
2016-04-30,382207980300,4188510,49185628950,32253838,123420,위메이드플레이,kosdak
2016-05-31,223519076550,671773,25687383100,6450767,123420,위메이드플레이,kosdak
2016-06-30,287095260000,1385456,43970830197,9569842,123420,위메이드플레이,kosdak
2016-07-31,359347567100,2445642,89861497700,9569842,123420,위메이드플레이,kosdak
2016-08-31,332073517400,1172079,40199713350,9569842,123420,위메이드플레이,kosdak
2016-09-30,334465977900,1504968,54558744250,9569842,123420,위메이드플레이,kosdak
2016-10-31,269869544400,1222391,38609572850,9569842,123420,위메이드플레이,kosdak
2016-11-30,217713905500,1507391,35887624800,9569842,123420,위메이드플레이,kosdak
2016-12-31,196181761000,1419135,28756517100,9569842,123420,위메이드플레이,kosdak
2016-01-31,251108000000,3692951,30446069946,28600000,014620,성광벤드,kosdak
2016-02-29,259402000000,3642029,32002444620,28600000,014620,성광벤드,kosdak
2016-03-31,336050000000,19717465,216762571280,28600000,014620,성광벤드,kosdak
2016-04-30,347490000000,10423554,129889809650,28600000,014620,성광벤드,kosdak
2016-05-31,287430000000,7702813,78481118350,28600000,014620,성광벤드,kosdak
2016-06-30,263120000000,3725200,35162505640,28600000,014620,성광벤드,kosdak
2016-07-31,263978000000,3670964,33103520780,28600000,014620,성광벤드,kosdak
2016-08-31,261118000000,4756533,44325434610,28600000,014620,성광벤드,kosdak
2016-09-30,253396000000,3175214,27763785650,28600000,014620,성광벤드,kosdak
2016-10-31,269412000000,5347641,50642196010,28600000,014620,성광벤드,kosdak
2016-11-30,246532000000,6307876,61164253460,28600000,014620,성광벤드,kosdak
2016-12-31,253396000000,2479229,22033443670,28600000,014620,성광벤드,kosdak
2016-01-31,71470500000,1644948,7120063860,15370000,037350,성도이엔지,kosdak
2016-02-29,73852850000,1972193,8978751340,15370000,037350,성도이엔지,kosdak
2016-03-31,76696300000,2499927,12365457855,15370000,037350,성도이엔지,kosdak
2016-04-30,71624200000,2082868,10355289195,15370000,037350,성도이엔지,kosdak
2016-05-31,72392700000,1206833,5615059860,15370000,037350,성도이엔지,kosdak
2016-06-30,66628950000,1567828,6882731145,15370000,037350,성도이엔지,kosdak
2016-07-31,70315200000,1255938,5638912920,15420000,037350,성도이엔지,kosdak
2016-08-31,79104600000,4467918,22296779145,15420000,037350,성도이엔지,kosdak
2016-09-30,74016000000,4065558,20358106730,15420000,037350,성도이엔지,kosdak
2016-10-31,74093100000,2499813,12339972935,15420000,037350,성도이엔지,kosdak
2016-11-30,80646600000,6040114,31175140570,15420000,037350,성도이엔지,kosdak
2016-12-31,80338200000,3155755,16286989740,15420000,037350,성도이엔지,kosdak
2016-01-31,126391365450,5717808,41208314660,15508143,081580,성우전자,kosdak
2016-02-29,124685469720,9607580,79777092100,15508143,081580,성우전자,kosdak
2016-03-31,116000909640,8102707,67025027260,15508143,081580,성우전자,kosdak
2016-04-30,100802929500,5428823,37749222580,15508143,081580,성우전자,kosdak
2016-05-31,89171822250,3292942,20641090400,15508143,081580,성우전자,kosdak
2016-06-30,84209216490,4006979,22947705410,15508143,081580,성우전자,kosdak
2016-07-31,94599672300,4697549,28678116870,15508143,081580,성우전자,kosdak
2016-08-31,83433809340,4784235,29293063510,15508143,081580,성우전자,kosdak
2016-09-30,84674460780,1435755,7711680430,15508143,081580,성우전자,kosdak
2016-10-31,73586138535,2295761,12193442385,15508143,081580,성우전자,kosdak
2016-11-30,72035324235,1511545,7149840170,15508143,081580,성우전자,kosdak
2016-12-31,77075470710,1239608,5933811040,15508143,081580,성우전자,kosdak
2016-01-31,22100962990,840093,2371498430,7978687,045300,성우테크론,kosdak
2016-02-29,20864266505,499328,1343493675,7978687,045300,성우테크론,kosdak
2016-03-31,23297766040,851158,2374048600,7978687,045300,성우테크론,kosdak
2016-04-30,24244261000,726620,2166912470,8360090,045300,성우테크론,kosdak
2016-05-31,25916279000,729082,2182308495,8360090,045300,성우테크론,kosdak
2016-06-30,26334283500,1103628,3449659605,8360090,045300,성우테크론,kosdak
2016-07-31,26585086200,864282,2791310445,8360090,045300,성우테크론,kosdak
2016-08-31,30932333000,4256103,16522477065,8360090,045300,성우테크론,kosdak
2016-09-30,30221725350,894259,3277911440,8360090,045300,성우테크론,kosdak
2016-10-31,30096324000,509636,1808710020,8360090,045300,성우테크론,kosdak
2016-11-30,31433938400,1396842,5191046640,8360090,045300,성우테크론,kosdak
2016-12-31,31684741100,832226,3284764115,8360090,045300,성우테크론,kosdak
2016-01-31,492600000000,6182257,52325164200,60000000,015750,성우하이텍,kosdak
2016-02-29,516600000000,4685225,38791694470,60000000,015750,성우하이텍,kosdak
2016-03-31,594000000000,14210279,132189421970,60000000,015750,성우하이텍,kosdak
2016-04-30,558600000000,12160616,118079215160,60000000,015750,성우하이텍,kosdak
2016-05-31,477000000000,6459334,54040923540,60000000,015750,성우하이텍,kosdak
2016-06-30,463800000000,5051682,39627949670,60000000,015750,성우하이텍,kosdak
2016-07-31,490800000000,4843887,39255547130,60000000,015750,성우하이텍,kosdak
2016-08-31,466200000000,8087065,66480491040,60000000,015750,성우하이텍,kosdak
2016-09-30,478800000000,3259231,25930338570,60000000,015750,성우하이텍,kosdak
2016-10-31,460800000000,2046097,16172607540,60000000,015750,성우하이텍,kosdak
2016-11-30,459600000000,2925383,21964608960,60000000,015750,성우하이텍,kosdak
2016-12-31,461400000000,1826129,14182664620,60000000,015750,성우하이텍,kosdak
2016-01-31,33288000000,2826102,14998703555,7300000,080470,성창오토텍,kosdak
2016-02-29,31025000000,1605367,6462356430,7300000,080470,성창오토텍,kosdak
2016-03-31,32120000000,1108248,4758096290,7300000,080470,성창오토텍,kosdak
2016-04-30,39712000000,16800682,92250161165,7300000,080470,성창오토텍,kosdak
2016-05-31,39566000000,3382208,18699571030,7300000,080470,성창오토텍,kosdak
2016-06-30,36646000000,3215594,17672623895,7300000,080470,성창오토텍,kosdak
2016-07-31,39420000000,2438111,13398654200,7300000,080470,성창오토텍,kosdak
2016-08-31,35843000000,1088653,5832478445,7300000,080470,성창오토텍,kosdak
2016-09-30,39420000000,673963,3518710615,7300000,080470,성창오토텍,kosdak
2016-10-31,37376000000,1869438,10581894100,7300000,080470,성창오토텍,kosdak
2016-11-30,30769500000,997803,4722985935,7300000,080470,성창오토텍,kosdak
2016-12-31,32010500000,600799,2565556815,7300000,080470,성창오토텍,kosdak
2016-01-31,27942316474,1535867,1476380832,29506142,043260,성호전자,kosdak
2016-02-29,24549110144,2280343,1826451824,29506142,043260,성호전자,kosdak
2016-03-31,26673552368,8004681,7705257948,29506142,043260,성호전자,kosdak
2016-04-30,28414414746,2897126,2787022177,29506142,043260,성호전자,kosdak
2016-05-31,34817247560,14135224,15962815621,29506142,043260,성호전자,kosdak
2016-06-30,32456756200,17861596,20125666531,29506142,043260,성호전자,kosdak
2016-07-31,43964151580,63037103,91482805565,29506142,043260,성호전자,kosdak
2016-08-31,34817247560,40344269,56705593420,29506142,043260,성호전자,kosdak
2016-09-30,38357984600,7469184,9463051115,29506142,043260,성호전자,kosdak
2016-10-31,31866633360,28702712,38750285245,29506142,043260,성호전자,kosdak
2016-11-30,33194409750,9466207,10942350300,29506142,043260,성호전자,kosdak
2016-12-31,35407370400,3285250,3790571495,29506142,043260,성호전자,kosdak
2016-01-31,20203260000,584737,864761855,13468840,053060,세동,kosdak
2016-02-29,20876702000,1518156,2410230880,13468840,053060,세동,kosdak
2016-03-31,21550144000,1550774,2499206500,13468840,053060,세동,kosdak
2016-04-30,25186730800,18102066,35772400115,13468840,053060,세동,kosdak
2016-05-31,22897028000,5309031,10703912000,13468840,053060,세동,kosdak
2016-06-30,27409089400,15146665,30246247555,13468840,053060,세동,kosdak
2016-07-31,27678466200,21718232,47897277795,13468840,053060,세동,kosdak
2016-08-31,36365868000,29236413,71288019160,13468840,053060,세동,kosdak
2016-09-30,35153672400,20165769,57335902985,13468840,053060,세동,kosdak
2016-10-31,45524679200,16529891,45703727675,13468840,053060,세동,kosdak
2016-11-30,39867766400,48499140,148373842830,13468840,053060,세동,kosdak
2016-12-31,29429415400,8398013,21056736285,13468840,053060,세동,kosdak
2016-01-31,45433080000,976580,3008720720,15246000,017510,세명전기,kosdak
2016-02-29,46042920000,1662254,4956605125,15246000,017510,세명전기,kosdak
2016-03-31,47491290000,483130,1480924020,15246000,017510,세명전기,kosdak
2016-04-30,50006880000,892815,2912006425,15246000,017510,세명전기,kosdak
2016-05-31,49854420000,2628660,8989214950,15246000,017510,세명전기,kosdak
2016-06-30,74857860000,49956480,240169593590,15246000,017510,세명전기,kosdak
2016-07-31,65557800000,10078460,46551605025,15246000,017510,세명전기,kosdak
2016-08-31,67768470000,4907629,21797615675,15246000,017510,세명전기,kosdak
2016-09-30,107941680000,47986408,323814674215,15246000,017510,세명전기,kosdak
2016-10-31,85377600000,10024112,65683319290,15246000,017510,세명전기,kosdak
2016-11-30,78059520000,5048970,28368684130,15246000,017510,세명전기,kosdak
2016-12-31,86444820000,3692238,19875132515,15246000,017510,세명전기,kosdak
2016-01-31,41884380000,849122,7294256330,5209500,214310,에스엘바이오닉스,kosdak
2016-02-29,43238850000,587520,4575749140,5209500,214310,에스엘바이오닉스,kosdak
2016-03-31,44489130000,763139,6517115310,5209500,214310,에스엘바이오닉스,kosdak
2016-04-30,50271675000,1138049,10961240390,5209500,214310,에스엘바이오닉스,kosdak
2016-05-31,50167485000,590961,5706331930,5209500,214310,에스엘바이오닉스,kosdak
2016-06-30,85435800000,17441115,275384568560,5209500,214310,에스엘바이오닉스,kosdak
2016-07-31,81842650500,5123235,79701868550,5280171,214310,에스엘바이오닉스,kosdak
2016-08-31,76034462400,19885033,363421772300,5280171,214310,에스엘바이오닉스,kosdak
2016-09-30,68632319750,10065572,129450884270,6155365,214310,에스엘바이오닉스,kosdak
2016-10-31,71359064000,3936687,37738593540,9125200,214310,에스엘바이오닉스,kosdak
2016-11-30,81488036000,24714364,247125681370,9125200,214310,에스엘바이오닉스,kosdak
2016-12-31,78294216000,5883166,50299557860,9125200,214310,에스엘바이오닉스,kosdak
2016-01-31,72025200000,340732,2367757230,10530000,011560,세보엠이씨,kosdak
2016-02-29,72551700000,448750,3085167070,10530000,011560,세보엠이씨,kosdak
2016-03-31,74657700000,379996,2640524090,10530000,011560,세보엠이씨,kosdak
2016-04-30,76869000000,699356,5146414520,10530000,011560,세보엠이씨,kosdak
2016-05-31,71498700000,376340,2625005150,10530000,011560,세보엠이씨,kosdak
2016-06-30,61179300000,527174,3124663740,10530000,011560,세보엠이씨,kosdak
2016-07-31,67181400000,420275,2621429330,10530000,011560,세보엠이씨,kosdak
2016-08-31,90347400000,4831064,37737950570,10530000,011560,세보엠이씨,kosdak
2016-09-30,94348800000,6921214,65044401170,10530000,011560,세보엠이씨,kosdak
2016-10-31,84555900000,1752998,14601696890,10530000,011560,세보엠이씨,kosdak
2016-11-30,85819500000,925849,7217356510,10530000,011560,세보엠이씨,kosdak
2016-12-31,85503600000,1452380,11755793140,10530000,011560,세보엠이씨,kosdak
2016-01-31,162891595900,2696055,36398022950,12876806,121800,비덴트,kosdak
2016-02-29,165843719100,2766174,37656589100,12906126,121800,비덴트,kosdak
2016-03-31,196619803550,8488434,126987427350,13421147,121800,비덴트,kosdak
2016-04-30,163942221400,3366917,44300100550,13437887,121800,비덴트,kosdak
2016-05-31,136508729240,3637687,37516586720,13816673,121800,비덴트,kosdak
2016-06-30,127942391980,10241723,110297562200,13816673,121800,비덴트,kosdak
2016-07-31,110947884190,6290141,54481356100,13816673,121800,비덴트,kosdak
2016-08-31,101138046360,4526992,32595784010,13816673,121800,비덴트,kosdak
2016-09-30,112605884950,5447281,40662975980,13816673,121800,비덴트,kosdak
2016-10-31,83521601540,6499031,48641889840,13966823,121800,비덴트,kosdak
2016-11-30,69973783230,5347741,29228552815,13966823,121800,비덴트,kosdak
2016-12-31,65504411400,4260664,17739268215,17238003,121800,비덴트,kosdak
2016-01-31,115500000000,19059165,200067752740,10000000,096690,에이루트,kosdak
2016-02-29,134500000000,12288214,155527799400,10000000,096690,에이루트,kosdak
2016-03-31,92800000000,19668450,207328008350,10000000,096690,에이루트,kosdak
2016-04-30,96800000000,20752692,208041334670,10000000,096690,에이루트,kosdak
